Time,直调负荷,联络线,风电,光伏,竞价空间,实时价格,直调负荷_day_ahead,联络线_day_ahead,风电_day_ahead,光伏_day_ahead,竞价空间_day_ahead,日前价格,价差,价差tag
2024-01-01 01:00:00,57435.4435,13206.47625,4312.02,0.0,39916.94725,299.64,55168.4525,13364.0,4239.02,0.0,37565.4324999999,304.997,5.357000000000028,1
2024-01-01 02:00:00,56058.89325,13356.8875,4034.38,-6.39,38674.01575,339.5,53852.465,13364.0,3481.38,0.0,37007.085,293.25,-46.25,0
2024-01-01 03:00:00,55106.259,13409.6345,3749.9825,-6.5375,37953.1795,318.3,52915.715,13364.0,2843.53,0.0,36708.185,290.86,-27.439999999999998,0
2024-01-01 04:00:00,54599.96875,13344.34375,3069.455,-6.44,38192.61,331.27,52536.4575,13364.0,2292.86,0.0,36879.5974999999,291.965,-39.30500000000001,0
2024-01-01 05:00:00,54738.8185,13367.1585,2577.47,-6.48,38800.670000000006,349.28,53041.57,13364.0,1889.025,0.0,37788.545,303.93,-45.349999999999966,0
2024-01-01 06:00:00,56037.239,15096.3425,2126.9825,-6.59,38820.504,324.17,54370.595,15052.25,1649.11,0.305,37668.93,303.225,-20.944999999999993,0
2024-01-01 07:00:00,58239.46775,17779.6605,1855.855,-6.76,38610.71225,326.78,57158.9575,17625.0,1595.145,4.6225,37934.19,301.608,-25.17199999999997,0
2024-01-01 08:00:00,63026.206,18488.45675,1656.2975,287.3725,42594.07925,396.2,61597.97,18364.25,1679.3475,433.79,41120.5825,356.843,-39.35699999999997,0
2024-01-01 09:00:00,64545.7405,19254.29475,1671.7575,2459.225,41160.46325,447.15,64095.8725,19295.75,1738.8,2622.42,40438.9025,384.187,-62.962999999999965,0
2024-01-01 10:00:00,59926.872,19284.3085,1653.66,5580.7625,33408.141,300.47,60801.67,19265.75,1643.8525,5367.8,34524.2674999999,345.595,45.125,1
2024-01-01 11:00:00,56743.53625,17028.75,1353.515,7094.6475,31266.62375,-80.0,57645.575,16979.0,1496.34,7196.2275,31974.0075,333.877,413.877,1
2024-01-01 12:00:00,54253.54,13911.44225,1106.6,8078.3275,31157.170250000003,-80.0,54397.8475,13918.0,1496.8675,7975.805,31007.175,325.168,405.168,1
2024-01-01 13:00:00,52548.291,13290.53825,1137.11,7932.3225,30188.32025,80.28,52468.9275,13174.5,1653.1525,7880.4425,29760.8325,289.753,209.47299999999998,1
2024-01-01 14:00:00,54955.624,14164.904,1258.9875,6297.7025,33234.03,282.41,54751.8975,14145.0,1854.1925,6893.96,31858.745,281.318,-1.0920000000000414,0
2024-01-01 15:00:00,58621.3095,17257.16725,1332.125,4776.79,35255.22725,287.08,58586.17,16796.5,2041.84,4977.66,34770.17,285.993,-1.086999999999989,0
2024-01-01 16:00:00,63459.03125,18528.01875,1240.245,2200.4225,41490.345,350.18,63692.3625,18485.25,2218.3,2490.2325,40498.58,318.515,-31.66500000000002,0
2024-01-01 17:00:00,68183.879,19441.759,1156.5075,327.7375,47257.875,409.75,68277.1425,19458.75,2574.795,483.4025,45760.195,341.968,-67.78199999999998,0
2024-01-01 18:00:00,72892.26375,19840.62775,1542.0525,-8.555,51518.1385,1022.55,71162.45,19853.0,3229.5975,5.47,48074.3824999999,354.54,-668.01,0
2024-01-01 19:00:00,72014.205,19822.73625,2325.7475,-7.05,49872.771250000005,624.52,70301.1625,19851.0,4025.62,0.2025,46424.34,330.92,-293.59999999999997,0
2024-01-01 20:00:00,71284.42375,19835.65225,2928.4975,-7.12,48527.39400000001,501.88,68966.3575,19849.0,4786.9075,0.0,44330.45,312.895,-188.985,0
2024-01-01 21:00:00,70181.332,19222.6985,3505.2425,-7.1975,47460.5885,507.86,67155.035,19140.75,5420.0175,0.0,42594.2675,331.707,-176.15300000000002,0
2024-01-01 22:00:00,66914.96675,18644.9895,3521.755,-7.2025,44755.42475000001,428.5,63625.285,18714.0,5804.465,0.0,39106.82,291.16,-137.33999999999997,0
2024-01-01 23:00:00,62607.955,16738.856,3271.1275,-7.1975,42605.169,354.56,59886.5325,16763.0,5988.39,0.0,37135.1425,281.33,-73.23000000000002,0
2024-01-02 00:00:00,58307.368,14337.505,3241.64,-7.245,40735.46800000001,323.05,56716.72,14213.0,5973.8025,0.0,36529.9175,278.317,-44.733000000000004,0
2024-01-02 01:00:00,56205.292,13481.2585,3160.3,0.0,39563.7335,404.97,57722.535,13366.5,4999.6675,0.0,39356.3675,403.25,-1.7200000000000273,0
2024-01-02 02:00:00,54945.1915,13397.26025,2810.78,-6.9875,38744.138750000006,401.69,56344.16,13364.0,4664.685,0.0,38315.475,397.25,-4.439999999999998,0
2024-01-02 03:00:00,54203.25975,13390.27075,2928.7525,-7.0,37891.2365,391.9,55431.1325,13364.0,4193.7275,0.0,37873.405,397.062,5.162000000000035,1
2024-01-02 04:00:00,53829.10475,13380.1965,2938.1925,-7.08,37517.795750000005,387.35,55042.34,13364.0,3649.98,0.0,38028.3599999999,395.083,7.733000000000004,1
2024-01-02 05:00:00,54814.712,13376.08125,2484.9175,-7.035,38960.74825,386.6,55667.09,13364.0,3094.14,0.0,39208.95,394.4,7.7999999999999545,1
2024-01-02 06:00:00,57779.093,15056.554,1678.265,-7.0525,41051.3265,392.0,58450.235,15052.25,2551.4625,0.0525,40846.47,391.0,-1.0,0
2024-01-02 07:00:00,63601.9375,17713.987,1253.33,-7.02,44641.6405,396.07,64162.9375,17625.0,2095.1175,1.0025,44441.8175,404.333,8.263000000000034,1
2024-01-02 08:00:00,71700.20325,18304.57725,894.825,148.425,52352.376,425.38,71917.725,18340.75,1705.11,374.8625,51497.0025,494.15,68.76999999999998,1
2024-01-02 09:00:00,79581.91225,19396.5745,707.5925,1448.125,58029.62024999999,772.59,77960.6075,19266.0,1347.675,2289.46,55057.4724999999,679.225,-93.36500000000001,0
2024-01-02 10:00:00,78208.70525,19261.0915,506.735,3541.345,54899.53375,650.25,75305.5025,19234.0,1064.91,4747.2775,50259.315,431.0,-219.25,0
2024-01-02 11:00:00,76135.60525,17587.95875,353.7875,5318.6775,52875.18149999999,446.57,72474.5875,16973.5,886.6325,6586.2775,48028.1774999999,418.03,-28.54000000000002,0
2024-01-02 12:00:00,71520.3185,16068.84925,359.875,6383.1225,48708.47175,421.85,67979.2575,13918.0,805.445,7507.54,45748.2725,413.4,-8.450000000000045,0
2024-01-02 13:00:00,67931.40225,16337.04825,478.85,6404.98,44710.524000000005,394.25,64728.375,13174.5,788.5675,7528.8125,43236.495,397.567,3.3170000000000073,1
2024-01-02 14:00:00,69940.2285,16853.4315,573.925,5711.43,46801.442,398.82,66800.9025,14145.0,797.305,6658.915,45199.6824999999,408.208,9.388000000000034,1
2024-01-02 15:00:00,72237.03325,18824.6875,519.485,4202.8375,48690.02324999999,415.0,69896.9925,16796.5,813.5675,4881.2525,47405.6724999999,413.187,-1.8129999999999882,0
2024-01-02 16:00:00,75270.86125,19684.086,534.9475,1930.5525,53121.275250000006,570.87,74239.01,18485.25,867.8375,2470.4625,52415.4599999999,593.523,22.65300000000002,1
2024-01-02 17:00:00,77513.19925,19448.58325,773.775,341.8875,56948.95350000001,1003.43,78191.7625,19458.75,1024.98,492.3925,57215.6399999999,841.275,-162.15499999999997,0
2024-01-02 18:00:00,79095.61125,19876.49675,1216.415,-8.8375,58011.537,1140.98,80187.86,19853.0,1285.5575,3.3975,59045.905,774.775,-366.20500000000004,0
2024-01-02 19:00:00,77161.424,19914.38575,1810.095,-7.2175,55444.16075,647.7,78167.1825,19851.0,1629.49,0.1875,56686.505,501.76,-145.94000000000005,0
2024-01-02 20:00:00,75551.58375,19949.631,2136.93,-7.0975,53472.12025000001,425.75,76509.205,19849.0,2072.685,0.0,54587.52,510.355,84.60500000000002,1
2024-01-02 21:00:00,73661.44325,19124.16225,2136.6675,-7.1425,52407.756,403.75,74416.0375,19140.75,2635.78,0.0,52639.5075,436.483,32.733000000000004,1
2024-01-02 22:00:00,70272.10175,18620.5425,3179.5,-7.225,48479.28425,390.06,70704.79,18714.0,3369.6325,0.0,48621.1574999999,405.473,15.413000000000011,1
2024-01-02 23:00:00,65966.65325,16715.296,4160.495,-7.225,45098.08725,375.16,66734.415,16763.0,4313.31,0.0,45658.1049999999,389.5,14.339999999999975,1
2024-01-03 00:00:00,61806.03125,14289.0205,5341.3525,-7.1,42182.75825,352.1,62523.2375,14213.0,5467.655,2.5175,42840.065,374.07,21.96999999999997,1
2024-01-03 01:00:00,59653.70125,14837.43325,6666.8375,0.0,38149.4305,44.96,60617.945,14325.0,7542.8725,0.0,38750.0725,287.08,242.11999999999998,1
2024-01-03 02:00:00,58564.0225,14859.94375,7694.455,-7.1825,36016.80625,183.6,59404.045,14325.0,8797.91,0.0,36281.1349999999,281.172,97.57200000000003,1
2024-01-03 03:00:00,57672.996,14952.0505,8216.63,-7.13,34511.4455,278.87,58557.925,14325.0,9587.09,0.0,34645.835,277.955,-0.9150000000000205,0
2024-01-03 04:00:00,57322.24325,14851.2265,8632.4625,-7.08,33845.63425,277.87,58192.43,14325.0,9983.9375,0.0,33883.4925,275.1,-2.769999999999982,0
2024-01-03 05:00:00,58029.248,14793.26,9386.5025,-7.23,33856.7155,266.74,58821.0425,14325.0,9999.6025,0.0,34496.44,276.528,9.788000000000011,1
2024-01-03 06:00:00,61045.6435,16787.0075,9257.535,-7.1325,35008.233499999995,-38.79,61571.285,16167.75,9612.3975,0.0275,35791.11,276.375,315.165,1
2024-01-03 07:00:00,66830.987,19634.0265,8595.93,-7.035,38608.0655,197.75,66860.6825,18998.0,8970.35,0.8475,38891.4849999999,296.507,98.757,1
2024-01-03 08:00:00,74777.365,19457.372,8557.1475,214.4325,46548.413,342.45,73595.9875,19628.25,8179.185,492.8675,45295.685,343.31,0.8600000000000136,1
2024-01-03 09:00:00,81430.5275,19524.76425,7290.72,2029.47,52585.57325,392.9,77899.7775,20324.5,7244.585,2953.08,47377.6124999999,366.958,-25.94199999999995,0
2024-01-03 10:00:00,77694.8865,19956.9035,6008.54,5240.1625,46489.28049999999,340.8,74118.715,20149.0,6232.9475,6053.3825,41683.3849999999,328.765,-12.035000000000025,0
2024-01-03 11:00:00,74143.53925,17991.68375,5545.565,7228.445,43377.8455,318.28,71590.9,17803.0,5433.9525,8135.06,40218.8875,314.305,-3.974999999999966,0
2024-01-03 12:00:00,67805.5215,15143.16575,5457.0575,8377.725,38827.57325,304.15,67107.6125,14605.0,4905.4875,9079.985,38517.14,310.748,6.598000000000013,1
2024-01-03 13:00:00,62637.971,16436.65975,5299.34,8837.2775,32064.69375,186.88,63525.7925,13833.0,4491.515,9115.3125,36085.965,296.025,109.14499999999998,1
2024-01-03 14:00:00,64513.625,18111.61825,5054.22,8265.5975,33082.18925,275.06,65923.58,14755.0,4146.4825,8314.0425,38708.055,310.8,35.74000000000001,1
2024-01-03 15:00:00,67107.29675,18331.58525,4735.05,6681.7525,37358.90899999999,280.16,68975.115,17178.5,3785.91,6431.4175,41579.2875,321.168,41.00799999999998,1
2024-01-03 16:00:00,71800.332,17967.877,4160.505,3461.5675,46210.3825,326.6,73645.8175,18485.25,3469.695,3476.09,48214.7825,390.635,64.03499999999997,1
2024-01-03 17:00:00,76522.6485,19597.60225,4372.4425,518.6675,52033.93625,363.84,77970.6475,20164.25,3678.46,706.09,53421.8475,426.0,62.160000000000025,1
2024-01-03 18:00:00,79254.13875,20551.41725,5846.6975,-5.25,52861.274,371.98,80576.43,21226.0,4596.6125,5.6425,54748.1749999999,413.127,41.14699999999999,1
2024-01-03 19:00:00,77497.416,20518.12225,7601.7675,-3.995,49381.52125,347.19,78631.82,21224.0,5947.145,0.2075,51460.4675,381.288,34.09800000000001,1
2024-01-03 20:00:00,76159.32625,19955.5835,8758.2,-3.95,47449.49274999999,326.2,77175.44,21222.0,7333.755,0.0,48619.685,377.525,51.32499999999999,1
2024-01-03 21:00:00,74446.5565,19500.433,9875.37,-3.9425,45074.696,325.94,75243.2775,20171.75,8618.535,0.0,46452.9924999999,351.225,25.285000000000025,1
2024-01-03 22:00:00,70905.10925,18979.88275,11145.27,-4.005,40783.96149999998,302.0,71575.7725,19359.5,9777.29,0.0,42438.9825,315.695,13.694999999999993,1
2024-01-03 23:00:00,66431.874,17903.85925,12555.6575,-3.85,35976.20724999999,137.84,67704.4975,17724.0,10938.9025,0.0,39041.595,289.975,152.13500000000002,1
2024-01-04 00:00:00,62210.5605,15480.3595,13687.9875,-3.7925,33046.006,-80.0,63364.72,15174.0,12175.6575,0.0,36015.0625,185.445,265.445,1
2024-01-04 01:00:00,60055.75025,14742.4245,14508.7275,0.0,30804.598249999995,-80.0,60501.61,14659.0,13464.645,0.0,32377.965,-33.35,46.65,1
2024-01-04 02:00:00,58847.34575,14830.71925,15308.3825,-6.875,28715.119,-80.0,59274.0425,14659.0,14357.99,0.9175,30256.135,75.285,155.285,1
2024-01-04 03:00:00,58008.253,14922.9675,15742.945,-6.8775,27349.218,-80.0,58418.985,14659.0,15092.3625,0.0,28667.6225,-51.5,28.5,1
2024-01-04 04:00:00,57566.17575,14731.2135,16071.8975,-6.9375,26770.002250000005,-80.0,58051.0225,14659.0,15702.1975,0.0,27689.8249999999,-80.0,0.0,1
2024-01-04 05:00:00,58199.54175,14831.32875,15515.5,-7.06,27859.773,-80.0,58659.345,14659.0,16243.285,0.0,27757.06,-80.0,0.0,1
2024-01-04 06:00:00,61106.59,16873.9655,15349.5,-7.0075,28890.132,-80.0,61755.9375,16501.75,16708.495,0.02,28545.6725,-80.0,0.0,1
2024-01-04 07:00:00,66661.2805,19323.92425,15776.1,-6.925,31568.18125,-60.0,67213.1025,18918.75,17054.1475,1.0875,31239.1174999999,-52.0,8.0,1
2024-01-04 08:00:00,74026.916,19558.15325,18255.89,281.9,35930.97274999999,189.56,74560.7625,19177.0,17169.775,475.79,37738.1974999999,302.895,113.33499999999998,1
2024-01-04 09:00:00,78784.422,19632.597,18396.8075,2565.365,38189.6525,193.55,80307.3725,19554.5,16866.7975,2799.845,41086.2299999999,414.72,221.17000000000002,1
2024-01-04 10:00:00,74131.7755,20068.293,16977.6475,5851.9275,31233.9075,-80.0,76051.675,19961.25,16058.7025,5739.7675,34291.955,139.84,219.84,1
2024-01-04 11:00:00,70006.03725,17820.077,14919.2975,7077.44,30189.22274999999,-80.0,73273.6575,17803.0,14914.2575,7758.27,32798.13,-80.0,0.0,1
2024-01-04 12:00:00,63528.913,14698.08575,11028.135,7163.7725,30638.91975,-80.0,68694.1175,14605.0,13680.7925,8722.83,31685.4949999999,-56.25,23.75,1
2024-01-04 13:00:00,59334.35275,13919.12125,7745.06,6558.595,31111.5765,-80.0,64698.79,13833.0,12410.0575,8753.8075,29701.9249999999,-80.0,0.0,1
2024-01-04 14:00:00,62328.65625,14957.47625,8673.22,6454.8925,32243.0675,-80.0,67435.18,14755.0,11063.015,7886.2275,33730.9374999999,-51.5,28.5,1
2024-01-04 15:00:00,65705.3415,17181.42575,9407.075,5452.87,33663.97075,51.27,70204.7875,17085.0,9690.7575,5979.9375,37449.0925,288.082,236.81199999999998,1
2024-01-04 16:00:00,70424.168,17840.0455,8526.05,2961.1425,41096.93000000001,424.68,74667.9,17659.25,8517.37,3175.18,45316.0999999999,567.888,143.20800000000003,1
2024-01-04 17:00:00,74623.77725,19463.094,8033.2075,490.28,46637.19575,510.15,78082.4425,19391.75,7758.295,641.67,50290.7275,682.275,172.125,1
2024-01-04 18:00:00,77323.9805,20563.13725,7894.5925,-7.33,48873.58075000001,593.24,80601.815,20484.5,7236.2075,4.865,52876.2425,689.94,96.70000000000005,1
2024-01-04 19:00:00,75585.379,20573.11375,7208.5325,-6.9625,47810.69525,516.63,78285.4375,20485.75,6801.72,0.1875,50997.78,659.73,143.10000000000002,1
2024-01-04 20:00:00,74278.414,20589.0655,6500.9625,-7.0375,47195.4235,500.45,76756.9975,20487.25,6419.5125,0.0,49850.235,594.82,94.37000000000006,1
2024-01-04 21:00:00,73005.69725,19756.29575,6045.1625,-6.9325,47211.1715,511.82,74869.22,19436.25,6043.1975,0.0,49389.7725,603.975,92.15500000000003,1
2024-01-04 22:00:00,69938.7205,19006.039,5455.765,-7.095,45484.01149999999,507.98,71657.795,18624.5,5722.965,0.0,47310.33,609.68,101.69999999999993,1
2024-01-04 23:00:00,65571.68725,17947.47925,5552.6825,-6.96,42078.4855,474.16,67255.8275,17672.75,5583.8,0.0,43999.2775,507.815,33.65499999999997,1
2024-01-05 00:00:00,61754.288,15793.80275,4961.1475,-6.9075,41006.24525,433.05,63130.97,15508.0,5674.29,0.0,41948.68,476.47,43.420000000000016,1
2024-01-05 01:00:00,59510.45225,14755.57775,5300.4875,0.0,39454.387,353.0,60005.76,14759.0,6078.595,0.0,39168.165,356.203,3.2029999999999745,1
2024-01-05 02:00:00,58469.5165,14814.43225,6529.2325,-6.8575,37132.70925,347.15,58758.7375,14759.0,6576.495,0.0,37423.2425,353.03,5.8799999999999955,1
2024-01-05 03:00:00,57603.21575,14777.2575,7477.32,-6.8175,35355.45575,344.0,57892.9825,14759.0,6889.78,0.0,36244.2025,352.125,8.125,1
2024-01-05 04:00:00,57357.44125,14841.79925,8035.37,-6.835,34487.107,330.29,57528.32,14759.0,7022.6925,0.0,35746.6275,352.15,21.859999999999957,1
2024-01-05 05:00:00,58012.2265,14646.95575,8106.9475,-6.805,35265.128249999994,331.88,58120.735,14759.0,6965.6225,0.0,36396.1125,353.0,21.120000000000005,1
2024-01-05 06:00:00,60996.6905,16860.453,7742.9025,-6.91,36400.245,343.5,61178.935,16864.25,6620.82,0.0175,37693.8474999999,352.625,9.125,1
2024-01-05 07:00:00,66834.8165,19498.56575,7334.615,-6.8225,40008.45825,359.94,66447.0,19404.0,6003.0225,0.8775,41039.1,367.75,7.810000000000002,1
2024-01-05 08:00:00,74262.88875,19595.82875,6181.5125,297.54,48188.0075,397.62,73032.215,19498.0,5139.185,531.575,47863.455,397.813,0.19299999999998363,1
2024-01-05 09:00:00,78304.62525,19611.852,4457.43,2781.815,51453.52825,428.25,77810.25,19652.0,4069.4575,3046.9375,51041.855,411.375,-16.875,0
2024-01-05 10:00:00,72150.422,20000.0675,2733.115,6431.145,42986.09450000001,366.1,73451.3,19961.25,2845.71,6217.375,44426.965,382.06,15.95999999999998,1
2024-01-05 11:00:00,68057.332,18226.4695,1287.28,8481.1625,40062.42,354.22,70574.9625,17803.0,1743.0,8380.63,42648.3325,370.573,16.352999999999952,1
2024-01-05 12:00:00,62523.4745,16679.5555,455.57,9397.7275,35990.621499999994,336.08,65298.385,14605.0,1106.2525,9405.38,40181.7525,357.792,21.71199999999999,1
2024-01-05 13:00:00,58647.03225,15328.76725,168.595,9464.86,33684.81,326.71,61852.54,13833.0,732.54,9446.855,37840.145,345.51,18.80000000000001,1
2024-01-05 14:00:00,61723.419,17328.26325,176.825,8622.31,35596.02075000001,346.81,64546.0525,14755.0,493.6575,8572.895,40724.5,353.75,6.939999999999998,1
2024-01-05 15:00:00,64921.40525,19569.6555,205.39,6691.6975,38454.66225,350.46,67583.3325,17247.5,427.7325,6598.9025,43309.1975,362.508,12.048000000000002,1
2024-01-05 16:00:00,69539.797,19035.85225,209.4,3410.41,46884.13475000001,384.2,72200.34,17919.25,360.335,3573.9625,50346.7924999999,410.455,26.254999999999995,1
2024-01-05 17:00:00,74082.545,19561.23825,201.42,574.865,53745.02175000001,542.21,76687.4175,19489.25,393.4775,762.235,56042.4549999999,472.733,-69.47700000000003,0
2024-01-05 18:00:00,77202.69925,20388.13175,210.07,-9.0975,56613.59500000001,873.51,79271.195,20466.365,451.685,6.3225,58346.8225,523.55,-349.96000000000004,0
2024-01-05 19:00:00,75678.05275,20420.2175,126.9875,-7.945,55138.79275,419.56,77251.345,20626.915,527.0725,0.1125,56097.2449999999,425.71,6.149999999999977,1
2024-01-05 20:00:00,74254.69325,20493.46825,95.78,-7.93,53673.37499999999,391.52,75958.1825,20487.0,633.285,0.0,54837.8974999999,449.108,57.58800000000002,1
2024-01-05 21:00:00,72833.75575,19609.35925,78.06,-8.075,53154.4115,392.36,74020.96,19599.25,708.825,0.0,53712.885,434.0,41.639999999999986,1
2024-01-05 22:00:00,70454.455,18712.648,47.2975,-8.11,51702.6195,394.79,70640.7025,18884.5,732.665,0.0,51023.5375,407.135,12.34499999999997,1
2024-01-05 23:00:00,66760.04175,17887.18575,45.7175,-8.0575,48835.196,392.9,66587.06,18047.5,729.8375,0.0,47809.7224999999,389.413,-3.4869999999999663,0
2024-01-06 00:00:00,62591.305,15732.49225,43.0925,-8.06,46823.78025,382.12,62416.34,15608.0,718.9975,0.0,46089.3425,380.63,-1.490000000000009,0
2024-01-06 01:00:00,60396.34,14756.805,100.5775,0.0,45538.9575,318.77,59808.305,14759.0,634.115,0.0,44415.19,325.985,7.215000000000032,1
2024-01-06 02:00:00,59161.295,14801.20775,305.3975,-7.85,44062.53975,317.61,58530.9175,14759.0,869.6375,0.0,42902.28,321.065,3.454999999999984,1
2024-01-06 03:00:00,58022.51775,14755.7125,730.4925,-7.78,42544.09275,310.13,57658.4825,14759.0,1406.2075,0.0,41493.275,310.957,0.8269999999999982,1
2024-01-06 04:00:00,57661.668,14845.15475,1820.6575,-7.855,41003.71075,301.4,57288.7575,14759.0,2427.735,0.0,40102.0225,301.808,0.40800000000001546,1
2024-01-06 05:00:00,57901.5645,14837.451,2973.6725,-7.84,40098.281,297.0,57870.0325,14759.0,3929.115,0.0,39181.9175,294.88,-2.1200000000000045,0
2024-01-06 06:00:00,60030.3605,16802.9285,4648.835,-7.825,38586.422,288.76,60428.6425,16864.25,5592.3125,0.0275,37972.0525,286.9,-1.8600000000000136,0
2024-01-06 07:00:00,63507.708,19290.68175,7550.84,-7.94,36674.12625,282.18,65433.7525,19328.5,7178.2925,0.9275,38926.0325,292.788,10.608000000000004,1
2024-01-06 08:00:00,71362.19925,19322.89375,9909.3725,247.7475,41882.18550000001,308.55,72255.54,19422.75,8474.8075,498.395,43859.5874999999,342.002,33.452,1
2024-01-06 09:00:00,76035.59575,19626.685,11042.8525,2391.9925,42974.06575,339.25,76036.2675,19602.0,9225.03,2952.405,44256.8325,350.49,11.240000000000009,1
2024-01-06 10:00:00,71186.96675,20047.236,11162.1875,6084.935,33892.608250000005,95.85,71176.8725,19923.75,9393.23,6113.4125,35746.48,282.145,186.295,1
2024-01-06 11:00:00,66814.76375,17394.69375,11275.5975,8291.6375,29852.835000000003,-80.0,67846.7,17803.0,9573.07,8303.185,32167.445,277.665,357.665,1
2024-01-06 12:00:00,61564.59475,13359.18425,12182.1725,9332.1075,26691.1305,-80.0,62788.2825,14605.0,9965.2075,9373.67,28844.405,267.788,347.788,1
2024-01-06 13:00:00,57884.33225,12211.4835,12629.375,8700.845,24342.62875,-80.0,59402.2375,13833.0,10201.5925,9451.6175,25916.0275,244.903,324.903,1
2024-01-06 14:00:00,60497.09875,13289.3265,13443.8075,8210.8425,25553.12225,-80.0,62064.255,14755.0,10166.715,8652.1525,28490.3874999999,272.248,352.248,1
2024-01-06 15:00:00,63502.28725,15754.4295,12939.47,6900.93,27907.45775,77.72,65001.0225,17235.0,9866.4475,6763.92,31135.655,272.855,195.13500000000002,1
2024-01-06 16:00:00,68397.80675,16472.635,12184.445,4088.795,35651.93175000001,279.27,69535.63,17869.25,9284.2675,3776.0075,38606.105,298.97,19.700000000000045,1
2024-01-06 17:00:00,74268.16825,17998.81525,9914.355,698.3875,45656.61050000001,310.38,74551.52,19439.25,8675.89,840.3925,45595.9875,356.25,45.870000000000005,1
2024-01-06 18:00:00,78486.797,19076.18125,8357.94,-8.19,51060.86575,396.8,77670.6275,20434.5,8282.36,8.4775,48945.29,369.187,-27.613,0
2024-01-06 19:00:00,76652.7675,18927.067,7932.225,-8.415,49801.89050000001,375.88,75846.1775,20436.0,8030.9025,0.1625,47379.1125,354.415,-21.464999999999975,0
2024-01-06 20:00:00,75021.86925,18971.4865,7651.3125,-8.5125,48407.58275,335.57,74388.7725,20437.0,7792.7525,0.0,46159.02,335.687,0.11700000000001864,1
2024-01-06 21:00:00,73587.89875,18199.71,7120.1475,-8.4075,48276.44875,357.95,72785.2775,19549.25,7642.1175,0.0,45593.9099999999,331.702,-26.24799999999999,0
2024-01-06 22:00:00,71029.96675,18519.81425,6596.765,-8.3875,45921.77500000001,355.65,69765.0825,18834.5,7541.71,0.0,43388.8725,334.0,-21.649999999999977,0
2024-01-06 23:00:00,67115.9345,17904.9375,6182.53,-8.615,43037.082,317.21,65586.5975,17797.5,7470.16,0.0,40318.9375,303.417,-13.793000000000006,0
2024-01-07 00:00:00,62879.8475,15733.61375,6181.06,-8.5325,40973.70625,300.33,61385.32,15608.0,7410.315,0.0,38367.005,292.832,-7.4979999999999905,0
2024-01-07 01:00:00,60621.87125,14849.76025,6485.115,0.0,39286.996,314.49,59876.7325,14779.0,6248.215,0.0,38849.5175,320.75,6.259999999999991,1
2024-01-07 02:00:00,59041.486,14675.746,7024.1975,-8.4075,37349.95,304.25,58549.49,14759.0,6230.73,0.0,37559.7599999999,312.6,8.350000000000023,1
2024-01-07 03:00:00,58201.585,14867.71225,7258.3775,-8.245,36083.74025,293.97,57673.3225,14759.0,6178.21,0.0,36736.1125,305.88,11.909999999999968,1
2024-01-07 04:00:00,57920.177,14836.827,7288.475,-8.45,35803.325000000004,292.77,57334.3075,14759.0,6130.1,0.0,36445.2075,303.718,10.948000000000036,1
2024-01-07 05:00:00,58477.2765,14781.4845,7320.67,-8.48,36383.602000000006,295.21,57804.04,14759.0,6053.45,0.0,36991.59,306.525,11.314999999999998,1
2024-01-07 06:00:00,60454.3145,16936.09725,7509.505,-8.4275,36017.13975,293.68,59873.01,16874.25,5815.7625,0.0,37182.9975,306.3,12.620000000000005,1
2024-01-07 07:00:00,63781.83275,19364.096,7644.2,-8.44,36781.97675,298.89,63310.56,19325.5,5433.095,0.505,38551.46,312.285,13.395000000000039,1
2024-01-07 08:00:00,70786.20125,19469.527,7076.64,387.9625,43852.07175,343.71,70493.4575,19419.25,4922.5525,568.035,45583.62,363.725,20.015000000000043,1
2024-01-07 09:00:00,72961.8125,19627.16075,6319.8575,3421.7125,43593.081750000005,347.36,73512.69,19602.0,4274.3475,3284.2025,46352.14,378.443,31.08299999999997,1
2024-01-07 10:00:00,67249.40525,19897.6015,5113.4825,7352.9025,34885.41875,105.82,68449.5975,19931.75,3620.3975,6616.3775,38281.0725,323.14,217.32,1
2024-01-07 11:00:00,63487.87875,17952.2865,4253.295,9299.1775,31983.119750000005,-80.0,65186.57,17803.0,3140.1375,8726.3475,35517.085,310.785,390.785,1
2024-01-07 12:00:00,58941.57825,14431.089,3693.83,10191.54,30625.11925,-80.0,61107.3275,14605.0,2790.0575,9644.2175,34068.0525,300.778,380.778,1
2024-01-07 13:00:00,55663.05575,13850.39025,3418.2975,10295.51,28098.858,-80.0,57894.405,13833.0,2455.515,9646.8825,31959.0075,288.542,368.542,1
2024-01-07 14:00:00,58264.129,14660.247,2937.58,9554.8425,31111.4595,280.0,60521.9375,14755.0,2134.755,8840.95,34791.2325,299.02,19.019999999999982,1
2024-01-07 15:00:00,61331.36725,17216.87375,2385.77,7767.49,33961.23350000001,289.05,63619.4125,17235.0,1852.1,6936.8025,37595.51,300.017,10.966999999999985,1
2024-01-07 16:00:00,66805.7275,17853.62675,1758.63,4256.265,42937.20575,333.6,69284.9925,17869.25,1604.2625,3906.935,45904.545,343.837,10.236999999999966,1
2024-01-07 17:00:00,73754.49025,19574.4455,1366.1875,690.0225,52123.83475,428.92,74936.7675,19439.25,1556.2525,868.435,53072.83,389.61,-39.31,0
2024-01-07 18:00:00,78177.67375,20445.85775,1642.3175,-9.475,56098.97350000001,905.94,77910.245,20434.5,1828.8625,12.9075,55633.9749999999,412.715,-493.2250000000001,0
